User ID,Clicks,Non-Clicks
U63200,"['N306', 'N61972', 'N52551', 'N61388', 'N33513', 'N2199', 'N770']","['N61623', 'N16920', 'N2823', 'N55204', 'N53585', 'N58410', 'N30518']"
U6246,"['N37748', 'N5905']","['N62318', 'N41387', 'N34185', 'N1539', 'N29212']"
U75513,[],['N26262']
U5810,"['N29177', 'N34997', 'N46504', 'N63332', 'N53100', 'N714', 'N61313', 'N15122']","['N33576', 'N55325', 'N60550']"
U24863,['N13930'],"['N53585', 'N55204']"
U31411,"['N2805', 'N56775']","['N33677', 'N12029']"
U45231,[],"['N3344', 'N31978']"
U90172,['N50484'],"['N9621', 'N54752', 'N27737', 'N33828', 'N41934', 'N62750', 'N48487']"
U35320,"['N58264', 'N60702']","['N41881', 'N27845']"
U71225,"['N26760', 'N3395']","['N48707', 'N24109', 'N55555']"
U49438,[],['N53585']
U39302,"['N29177', 'N13689', 'N13117', 'N38298', 'N32748', 'N306', 'N62318', 'N20575', 'N6734', 'N58401', 'N60559', 'N26642', 'N64273', 'N21136', 'N15023', 'N45954', 'N37748']","['N34185', 'N1539', 'N29212']"
U90068,['N44251'],"['N53585', 'N61623']"
U36850,"['N55599', 'N43955', 'N52551', 'N48755', 'N30295', 'N48543', 'N19594', 'N9282', 'N46795', 'N13927', 'N4642', 'N61880']",[]
U85936,[],['N38783']
U21658,"['N28088', 'N51053', 'N45954', 'N61972']","['N7112', 'N59673', 'N41889', 'N43460', 'N48705', 'N6903', 'N22320', 'N24686', 'N3841', 'N49955', 'N4754', 'N40451', 'N60992', 'N59385', 'N26262', 'N41172', 'N52409', 'N35847', 'N43386', 'N6056', 'N61623', 'N52557', 'N27932', 'N14592', 'N31978']"
U35668,"['N49481', 'N4830', 'N35671']","['N45422', 'N32182']"
U20833,"['N29177', 'N32312', 'N34649', 'N47479', 'N60702', 'N44536', 'N52874', 'N19435', 'N26319', 'N28088', 'N52063', 'N30144', 'N25091', 'N15857', 'N42691', 'N9248', 'N48699', 'N52551', 'N4020', 'N1998', 'N61126', 'N33513', 'N2994', 'N42137', 'N29857', 'N2533', 'N14938', 'N18697', 'N9554', 'N54300', 'N49040', 'N64403', 'N32643', 'N35671', 'N64955', 'N32483', 'N17214', 'N63180', 'N15034', 'N32742', 'N57457', 'N64228', 'N47090', 'N45447', 'N63855', 'N43263', 'N1066', 'N53531', 'N24578', 'N1581', 'N27612', 'N26026', 'N19429', 'N14742', 'N61708', 'N64273', 'N8448', 'N58580', 'N37564', 'N48304', 'N23062', 'N65039', 'N47508', 'N30295', 'N1603', 'N22397', 'N13117', 'N9824', 'N20575', 'N52875', 'N37915', 'N57972', 'N34455', 'N51692', 'N64634', 'N4593', 'N37748', 'N770', 'N25113', 'N4912', 'N871', 'N31748', 'N39949', 'N4786', 'N18832', 'N8331', 'N27583', 'N30531']","['N41172', 'N52294', 'N61623', 'N3697', 'N9139', 'N33964', 'N35172', 'N58410', 'N1914']"
U25193,[],"['N41020', 'N3344', 'N32182', 'N32544']"
U90648,['N23614'],"['N26179', 'N25546', 'N23784', 'N28324', 'N26130', 'N36545', 'N12523', 'N49279', 'N14780', 'N279', 'N12579', 'N61185', 'N38783']"
U69178,['N52022'],[]
U40491,"['N306', 'N64273', 'N31919']","['N24272', 'N27845', 'N25546', 'N23784', 'N5442', 'N30295', 'N26130', 'N41881', 'N47422', 'N35594', 'N279', 'N38783']"
U86064,['N55582'],"['N41881', 'N5442', 'N27845', 'N24272']"
U55671,['N52995'],"['N33677', 'N32544', 'N32182', 'N23547']"
U36130,"['N35009', 'N48304', 'N32483', 'N49685']","['N17342', 'N8929', 'N48350', 'N28324', 'N54300', 'N26130', 'N5370', 'N22549', 'N5905', 'N31679', 'N42759', 'N45294', 'N23184', 'N38783', 'N25867', 'N55897', 'N24686', 'N23784', 'N48610', 'N34937', 'N23254', 'N28448', 'N57972', 'N35172', 'N30345', 'N22617', 'N3541', 'N54752', 'N15761', 'N46258', 'N20331', 'N25471', 'N40356', 'N40973', 'N56209', 'N49279', 'N49030', 'N50302', 'N1914', 'N4912', 'N4661', 'N61623', 'N1985', 'N61006', 'N21519', 'N31978', 'N16344', 'N26179', 'N28382']"
U70786,[],"['N26262', 'N41020', 'N32544', 'N32182', 'N2823', 'N38309', 'N31978', 'N30475', 'N33677', 'N3344']"
U73866,['N871'],[]
U52441,"['N14742', 'N23119', 'N36716', 'N41651', 'N23614']","['N279', 'N26179', 'N25546', 'N23784', 'N26130', 'N36545', 'N49279', 'N35172', 'N14780', 'N31679', 'N12579', 'N38783']"
U25731,[],[]
U61804,['N63837'],"['N55943', 'N54752']"
U79146,['N45428'],[]
U8095,"['N49731', 'N32312', 'N19363', 'N43955', 'N15857', 'N55189', 'N37915', 'N35255', 'N52420', 'N54300', 'N26642', 'N36530', 'N35607', 'N62938']",[]
U31522,['N29177'],"['N4642', 'N21420', 'N33831']"
U25690,[],"['N56278', 'N53783', 'N13097', 'N8957', 'N31978', 'N55204']"
U37765,"['N48497', 'N53585', 'N61249']",['N55204']
U31578,"['N7849', 'N40716']",[]
U60818,['N4020'],"['N53585', 'N61623', 'N55204']"
U40371,"['N34316', 'N22279']",[]
U7489,"['N306', 'N13117', 'N52116', 'N9165', 'N1167', 'N33337', 'N4593']","['N6056', 'N41020', 'N27932', 'N30475', 'N61463']"
U18677,"['N32312', 'N6595', 'N8448', 'N21420', 'N45954', 'N15023', 'N35369']","['N44290', 'N59673', 'N20428', 'N4642', 'N21712', 'N62894', 'N2046', 'N3841', 'N37185', 'N4754', 'N33831', 'N26262', 'N41172', 'N21701', 'N35847', 'N43386', 'N6056', 'N61623', 'N14592']"
U78871,[],"['N59390', 'N23184', 'N50060', 'N38783']"
U16262,"['N34272', 'N50961', 'N39511', 'N35671']","['N41020', 'N32544', 'N23547', 'N32182', 'N38309', 'N3344']"
U78867,"['N18787', 'N64554', 'N43749', 'N64777', 'N4830', 'N51112', 'N27847', 'N44796', 'N49481', 'N527', 'N32483', 'N4020', 'N27612', 'N15755', 'N63063', 'N53052', 'N15034', 'N18094', 'N59156']","['N4642', 'N23184']"
U48228,"['N25870', 'N17498', 'N34185', 'N10470', 'N65066', 'N30765', 'N4593', 'N50484', 'N5290']","['N9621', 'N54752', 'N52294', 'N27737', 'N23547', 'N48707', 'N62750', 'N38797', 'N62563', 'N33828', 'N41934', 'N49505', 'N48487', 'N46736', 'N59761', 'N62894']"
U58403,[],"['N48705', 'N33831', 'N16804', 'N4642', 'N21420', 'N4404', 'N59761', 'N62894']"
U39012,"['N20575', 'N7938', 'N54300']","['N62838', 'N54490', 'N28324', 'N26130', 'N22549', 'N5905', 'N31679', 'N38783', 'N55897', 'N23784', 'N41881', 'N24272', 'N27845', 'N5442', 'N25546', 'N29857', 'N45428', 'N56665', 'N26179', 'N43001']"
U71470,[],[]
U52259,"['N29177', 'N49685', 'N55189']",[]
U49213,"['N42528', 'N15634', 'N27612', 'N12367', 'N14114', 'N8331', 'N14592', 'N38802', 'N4593', 'N770']","['N6056', 'N26262', 'N48705', 'N61623', 'N52557', 'N22320', 'N41172', 'N59673', 'N49955', 'N52409', 'N4754', 'N60992', 'N59385']"
U35806,"['N29177', 'N59762', 'N3615', 'N22558', 'N10867']","['N4642', 'N21420']"
U46298,[],[]
U47695,"['N19435', 'N8073', 'N306', 'N14742', 'N56447', 'N62714', 'N18094', 'N51705', 'N30765', 'N25889', 'N58232', 'N45954', 'N10414', 'N10867']",[]
U74065,"['N29177', 'N306', 'N1539']","['N34185', 'N62318']"
U31955,['N55189'],[]
U10105,"['N61388', 'N10470', 'N10843', 'N36530']",[]
U84884,['N26900'],"['N38783', 'N26179', 'N23784', 'N36545', 'N26130', 'N12523', 'N59390', 'N49279', 'N14780', 'N279', 'N23184', 'N61185', 'N12579']"
U81694,"['N29177', 'N49731', 'N38939', 'N42289', 'N48715', 'N62576', 'N4642', 'N11539', 'N15828', 'N41881', 'N5499', 'N50155', 'N32008', 'N59590', 'N35671', 'N21555', 'N32939', 'N51396', 'N4020', 'N22279', 'N22161', 'N21771', 'N3500', 'N306', 'N871', 'N23239', 'N61388', 'N58644', 'N23614']",[]
U808,"['N59053', 'N36526', 'N15634', 'N58722']",['N55325']
U34336,['N23784'],"['N43519', 'N21656', 'N41020', 'N32544', 'N60105']"
U49954,"['N41387', 'N15761', 'N42137', 'N38488', 'N45428', 'N1539', 'N50484']","['N34185', 'N62318', 'N29212', 'N59761']"
U88167,"['N20121', 'N30998']","['N13930', 'N33964', 'N55204']"
U80299,"['N32483', 'N14114']","['N41387', 'N60027', 'N40451', 'N1539', 'N29212', 'N31679', 'N24109']"
U31678,"['N17387', 'N35671', 'N871', 'N9248', 'N4786', 'N23907', 'N36530', 'N30475']","['N64228', 'N52294', 'N41020', 'N32544', 'N32182', 'N33677', 'N3344']"
U5602,"['N58264', 'N53531']","['N55275', 'N38797', 'N34185', 'N41934', 'N43710', 'N49505', 'N48487', 'N37793', 'N4404']"
U36592,[],"['N48487', 'N41934']"
U47613,"['N12900', 'N55204']","['N13930', 'N53585']"
U29905,"['N54936', 'N36530', 'N47218', 'N28088', 'N34694']",[]
U86661,['N13968'],"['N62318', 'N41387', 'N54752', 'N36612', 'N41165', 'N34185', 'N55943', 'N1539', 'N29212', 'N62750', 'N4404']"
U65483,[],"['N11087', 'N6056', 'N26262', 'N22320', 'N3841', 'N60932', 'N60992', 'N14592']"
U13841,['N41881'],['N27845']
U44084,"['N5270', 'N42137']","['N10386', 'N49685', 'N26130', 'N59390', 'N21519', 'N23184', 'N61185']"
U55678,"['N16344', 'N30765']",['N42966']
U43550,[],"['N48705', 'N33831', 'N4642', 'N21420', 'N4404']"
U45333,['N65066'],"['N3541', 'N61623', 'N30998', 'N15761', 'N13930', 'N33964', 'N7754', 'N8957', 'N12523', 'N51506', 'N14780', 'N63538', 'N53585', 'N1914']"
U4840,"['N306', 'N56775', 'N52551', 'N48076', 'N61249', 'N22279', 'N44796', 'N41298', 'N49040', 'N63855']","['N54752', 'N27737', 'N59267', 'N62750', 'N34185', 'N45428', 'N33828', 'N29212', 'N41934', 'N31679']"
U57652,"['N29177', 'N36934', 'N55189']","['N43266', 'N6056', 'N41020', 'N32544', 'N32182', 'N23547', 'N6066', 'N2823', 'N38309', 'N31978', 'N30475', 'N3344']"
U58380,"['N53948', 'N39949', 'N25207', 'N1843', 'N21506', 'N48284', 'N41197', 'N38299', 'N54522', 'N5270', 'N56775', 'N23614']",['N20428']
U83801,['N1843'],"['N29517', 'N55555', 'N6066', 'N60550', 'N16804', 'N4642', 'N41612', 'N16148']"
U34790,"['N49685', 'N10470']",['N57090']
U50988,"['N19870', 'N21815', 'N8448', 'N28992', 'N5270']","['N49505', 'N48707']"
U87470,"['N48256', 'N1843', 'N58401', 'N36530', 'N4633', 'N770', 'N46978']","['N17009', 'N37651', 'N54490', 'N28324', 'N30295', 'N26130', 'N52665', 'N5905', 'N55582', 'N41651', 'N38783', 'N23784', 'N51378', 'N41881', 'N17887', 'N279', 'N24272', 'N27845', 'N35671', 'N5442', 'N40356', 'N1914', 'N58030', 'N25546', 'N45428', 'N64273', 'N27583', 'N26179', 'N43001']"
U59458,"['N40716', 'N18321', 'N64273', 'N26179', 'N30518']","['N41387', 'N45173', 'N22442', 'N2823', 'N38309', 'N3344', 'N32544', 'N51187', 'N26262', 'N41020', 'N30475', 'N16314', 'N33677', 'N6056', 'N23824', 'N23547', 'N32182', 'N55613', 'N6066', 'N48077', 'N59981', 'N31978']"
U16818,"['N306', 'N27278', 'N5499', 'N38298', 'N14742', 'N871', 'N27078', 'N32483', 'N4020', 'N61249', 'N22161', 'N2646', 'N48284', 'N14102', 'N61388', 'N5270', 'N46978', 'N10347']","['N50302', 'N6658', 'N45211']"
U16265,"['N29177', 'N49731', 'N60702', 'N38783', 'N138', 'N7422', 'N56399', 'N279', 'N35671', 'N18321', 'N48076', 'N36530', 'N33576', 'N28879', 'N41197', 'N37811', 'N1322', 'N37748', 'N4643', 'N8448', 'N27583', 'N61388', 'N23062']","['N55275', 'N26262', 'N496', 'N9621', 'N3841', 'N55555', 'N33831', 'N60550', 'N21701', 'N31679', 'N41612', 'N16148', 'N62894']"
U14107,['N14114'],"['N55275', 'N496', 'N54752', 'N41387', 'N45428', 'N1539', 'N29212', 'N24109', 'N62894']"
U79626,['N26026'],['N4642']
U7720,['N53100'],['N41020']
U57841,"['N29177', 'N33831']","['N4642', 'N21420']"
U32075,"['N55189', 'N41449', 'N871', 'N26900']",[]
U74939,[],[]
U78146,[],['N26262']
U64759,[],"['N45428', 'N55555']"
U14274,"['N42289', 'N60938']","['N24111', 'N6056', 'N61760', 'N41020', 'N962', 'N32182', 'N9139', 'N32544', 'N23547', 'N2823', 'N38309', 'N31978', 'N30475', 'N33677', 'N3344', 'N61463']"
U68838,"['N29177', 'N45736', 'N19435', 'N50155', 'N14742', 'N45597', 'N1985', 'N36699', 'N2580', 'N56447', 'N52551', 'N53100', 'N36530', 'N8448', 'N64777', 'N48914', 'N48715']","['N4912', 'N31679', 'N63538', 'N59981', 'N35172', 'N22549', 'N26179']"
U52583,[],[]
U20448,"['N49731', 'N15034', 'N32748', 'N38939', 'N871', 'N1843', 'N44643', 'N42128', 'N62006', 'N26179', 'N56775']",['N4642']
U84011,['N4080'],"['N26262', 'N41387', 'N41165', 'N4754', 'N33831', 'N4642', 'N21420']"
U79926,"['N64273', 'N40716', 'N53531']","['N34185', 'N29212', 'N62318', 'N41387']"
U41049,"['N306', 'N40716', 'N60470', 'N42435', 'N42128', 'N2078']","['N29212', 'N1539', 'N41387']"
U10862,"['N59390', 'N49685']",['N10386']
U50738,"['N306', 'N40716', 'N42137', 'N58332', 'N34694', 'N53585', 'N49040']","['N16920', 'N58410', 'N30518', 'N55204']"
U59375,[],"['N41020', 'N43519', 'N32544', 'N60105']"
U30994,"['N54300', 'N55204']","['N26179', 'N6056', 'N3541', 'N61623', 'N24686', 'N3841', 'N3697', 'N9139', 'N8957', 'N5370', 'N23254', 'N59981', 'N16804', 'N35172', 'N17140', 'N63538', 'N53585']"
U55390,['N4593'],[]
U33920,"['N32312', 'N19789', 'N20342', 'N56015', 'N2183', 'N34649', 'N2945', 'N23184', 'N16160', 'N12444', 'N40526', 'N58264', 'N24578', 'N19594', 'N14114', 'N14801', 'N30144', 'N41298', 'N58722', 'N32939', 'N15634', 'N52551', 'N64955', 'N63332', 'N22558', 'N28576', 'N37811', 'N49998', 'N14349', 'N16770', 'N64800', 'N36557', 'N25113', 'N31663', 'N55620', 'N30822', 'N58030', 'N52381', 'N10843', 'N2533', 'N8331', 'N8448', 'N1841', 'N16344', 'N34722', 'N38909', 'N45954', 'N9226']","['N22617', 'N4912', 'N26179', 'N54752', 'N24686', 'N15761', 'N54300', 'N61006', 'N26130', 'N5370', 'N23254', 'N57090', 'N36181', 'N22549', 'N31679']"
U69239,['N40716'],"['N24109', 'N29212', 'N1539', 'N41387']"
U41552,[],"['N29212', 'N1539', 'N41387']"
U44625,"['N25113', 'N6056', 'N42330', 'N46372', 'N38747', 'N26262', 'N11700', 'N52551', 'N32799', 'N58279', 'N63144', 'N14349', 'N2231']","['N19117', 'N6056', 'N60105', 'N5370', 'N49279', 'N58656', 'N30475']"
U88728,"['N7422', 'N13923', 'N26580']","['N41387', 'N1539', 'N29212', 'N60550', 'N43871']"
U71636,['N32939'],"['N26639', 'N43266', 'N18947', 'N6056', 'N3841', 'N32182', 'N31978', 'N45422', 'N3344']"
U16172,"['N8073', 'N33154', 'N58316', 'N36699', 'N52551', 'N20121', 'N7422', 'N30531', 'N61880']",[]
U21102,['N63180'],"['N55275', 'N20793', 'N496', 'N41387', 'N35393', 'N29212', 'N60550', 'N31679', 'N62894', 'N3841', 'N29364', 'N34185', 'N4754', 'N20614', 'N20603', 'N62750', 'N26262', 'N54752', 'N41172', 'N33576', 'N1539', 'N6056', 'N62318', 'N9621', 'N59267', 'N36612', 'N45428', 'N55943', 'N24109']"
U36981,['N306'],"['N43519', 'N6056', 'N21656', 'N41020', 'N32544', 'N32182', 'N60105', 'N23547', 'N2823', 'N31978', 'N30475', 'N61463']"
U59028,"['N14644', 'N19494', 'N55189', 'N30709', 'N24261', 'N51566', 'N24073', 'N61388']","['N4912', 'N3541', 'N61623', 'N49685', 'N7754', 'N54300', 'N61006', 'N36545', 'N23254', 'N27079', 'N21519', 'N22549', 'N35172', 'N14780', 'N26179', 'N1914']"
U24356,"['N42128', 'N62318']","['N55275', 'N496', 'N41387', 'N54752', 'N59267', 'N58264', 'N24109', 'N35393', 'N55943', 'N1539', 'N29212', 'N31679', 'N16148', 'N62894']"
U67799,['N18106'],"['N4912', 'N61623', 'N5370', 'N57090', 'N63538']"
U8756,[],"['N29212', 'N33831', 'N496', 'N41387']"
U9837,"['N60702', 'N35560', 'N10417', 'N24092', 'N34694']","['N24272', 'N5442', 'N27845', 'N38783']"
U41655,[],"['N57090', 'N49685']"
U39612,"['N49040', 'N22279', 'N52433']","['N23784', 'N36910', 'N26130', 'N61185', 'N25867']"
U57354,[],[]
U75583,"['N8845', 'N55897', 'N35560', 'N34694', 'N12431', 'N25699']",['N24272']
U13975,"['N55189', 'N5270', 'N23614']","['N41020', 'N60105', 'N31978', 'N30475']"
U71896,['N306'],"['N25949', 'N26262', 'N22320', 'N59673', 'N4754', 'N60992', 'N14592', 'N59385', 'N43386']"
U88290,"['N11282', 'N60622', 'N12367']","['N3541', 'N61623', 'N24686', 'N8957', 'N5370', 'N59981', 'N52585', 'N55204', 'N17140', 'N63538', 'N53585']"
U80370,"['N25870', 'N31978', 'N18094']","['N41020', 'N14780', 'N32544', 'N60105']"
U91181,[],['N261']
U23494,"['N306', 'N38675', 'N46256', 'N52995', 'N32585', 'N56447', 'N7938', 'N32483', 'N41456', 'N25950', 'N50051', 'N62006', 'N40557', 'N55582', 'N14938', 'N10414', 'N19636']","['N6056', 'N26262', 'N41172', 'N21420', 'N47748', 'N3841', 'N61623', 'N59673', 'N20428', 'N4754', 'N14592', 'N43460', 'N59385', 'N21701', 'N35847', 'N62894']"
U50392,"['N41172', 'N41229', 'N20290', 'N22161', 'N34694', 'N261', 'N33120']",[]
U23481,[],"['N61760', 'N18406', 'N28324', 'N5370', 'N24686', 'N3841', 'N9139', 'N32544', 'N28385', 'N50107', 'N26262', 'N21656', 'N7470', 'N41020', 'N30475', 'N30518', 'N6056', 'N61623', 'N962', 'N23547', 'N60105', 'N27932', 'N39786', 'N58271', 'N31978', 'N28327', 'N30870']"
U41511,"['N306', 'N55189', 'N61249', 'N21771', 'N20121']","['N6056', 'N14408', 'N61760', 'N962', 'N23547', 'N3179', 'N16920', 'N2823', 'N30475', 'N28327', 'N25049']"
U68484,"['N60364', 'N18106', 'N36530']","['N41387', 'N59673', 'N22442', 'N41889', 'N43460', 'N3344', 'N62894', 'N48705', 'N22320', 'N3841', 'N49955', 'N4754', 'N60992', 'N59385', 'N51187', 'N26262', 'N41172', 'N52409', 'N43386', 'N37793', 'N23824', 'N6056', 'N61623', 'N52557', 'N48077', 'N14592', 'N49194']"
U72053,['N871'],"['N13689', 'N3737', 'N27101', 'N59761', 'N43587', 'N31748', 'N52294', 'N41309', 'N39949', 'N38488', 'N49279', 'N61185', 'N23184', 'N19300', 'N20147', 'N60186']"
U17328,[],"['N26639', 'N2823', 'N38309', 'N43460', 'N3344', 'N3841', 'N9139', 'N33831', 'N26262', 'N7470', 'N30475', 'N33677', 'N30518', 'N18947', 'N43266', 'N6056', 'N61623', 'N962', 'N32182', 'N60105', 'N6066', 'N14592', 'N31978']"
U34963,"['N18321', 'N48076', 'N29857']",['N13930']
U31440,"['N42128', 'N1603', 'N21576', 'N60702']",['N32182']
U38890,['N1539'],['N29212']
U57593,['N53585'],[]
U33854,"['N52551', 'N4593', 'N4020', 'N64562']","['N21420', 'N59673', 'N14592']"
U90659,"['N9412', 'N18094']","['N34185', 'N62318', 'N29212', 'N1539']"
U91222,"['N4593', 'N61388', 'N9282', 'N14349', 'N41651', 'N770', 'N63180']",[]
U54504,['N49279'],"['N38783', 'N36545', 'N26130', 'N41651', 'N61185', 'N14305']"
U82740,[],"['N4912', 'N61623', 'N24686', 'N15761', 'N26130', 'N59981', 'N63538']"
U64458,['N14114'],"['N4642', 'N21420', 'N59673', 'N23184']"
U32130,"['N306', 'N52551', 'N21576', 'N64554']","['N27737', 'N38294', 'N48487', 'N41934']"
U66106,"['N306', 'N15181', 'N28610', 'N45729', 'N37645', 'N4020', 'N8448', 'N62006', 'N19105']","['N17416', 'N59673', 'N5370', 'N43460', 'N45294', 'N34420', 'N22320', 'N9139', 'N22942', 'N4754', 'N60992', 'N40451', 'N59385', 'N25949', 'N26262', 'N41172', 'N7470', 'N43386', 'N35847', 'N11087', 'N14924', 'N6056', 'N39360', 'N23547', 'N60105', 'N31978']"
U14665,"['N41881', 'N43001']","['N51478', 'N14408', 'N60105', 'N16920', 'N31978', 'N51187', 'N25049', 'N42966']"
U69880,"['N306', 'N15655', 'N31978']","['N38337', 'N32544', 'N42397', 'N60105', 'N16920', 'N25867']"
U14312,"['N19494', 'N61997']","['N6056', 'N41020', 'N9139', 'N32182', 'N60105', 'N27932', 'N32544', 'N2823', 'N38309', 'N30475', 'N45422', 'N3344']"
U79115,"['N20603', 'N25113', 'N58264', 'N138']","['N20793', 'N55275', 'N496', 'N6916', 'N36089', 'N60550', 'N31679', 'N38053', 'N16148', 'N62894', 'N6903', 'N3841', 'N2058', 'N46923', 'N55555', 'N4754', 'N33831', 'N55325', 'N59385', 'N62750', 'N55723', 'N27387', 'N26262', 'N54752', 'N41172', 'N21030', 'N3589', 'N11796', 'N4369', 'N6056', 'N36408', 'N23547', 'N45428', 'N49252']"
U47207,"['N32312', 'N26262', 'N35671', 'N9824', 'N20575', 'N21020', 'N22161', 'N64273', 'N14114', 'N48715', 'N49040', 'N54077', 'N7422']","['N41172', 'N61623', 'N24686', 'N13930', 'N58410', 'N33964', 'N8957', 'N5370', 'N59981', 'N35172', 'N55204', 'N63538']"
U18896,"['N871', 'N1985', 'N52551', 'N64536', 'N59742', 'N34937', 'N51566', 'N64554', 'N26179', 'N59328']",[]
U48162,"['N40716', 'N30842', 'N14170', 'N18951', 'N19594', 'N26026', 'N28879', 'N27583', 'N25113', 'N50640']","['N41172', 'N4754', 'N33831', 'N41612', 'N21712']"
U15740,"['N60702', 'N62714', 'N64536', 'N14114', 'N46795', 'N13927', 'N64474', 'N56775', 'N13935']","['N38783', 'N12579']"
U91256,[],[]
U44880,"['N50372', 'N4661', 'N17387', 'N45933', 'N39584', 'N23784', 'N62714', 'N18902', 'N42127', 'N12367', 'N16344', 'N53224', 'N9226', 'N54571']",[]
U9035,"['N40716', 'N871', 'N23119', 'N15122', 'N20121', 'N55582', 'N2231', 'N5270']",['N32182']
U79349,"['N29177', 'N43955', 'N871', 'N32939', 'N7422', 'N10414']","['N26262', 'N41020', 'N32544', 'N32182', 'N2823', 'N31978', 'N3344']"
U83789,"['N29177', 'N36133', 'N32312', 'N61708', 'N7242', 'N29165', 'N37327', 'N22101', 'N16570']","['N2046', 'N26262', 'N41172', 'N59673', 'N20428', 'N4754', 'N4642', 'N21420']"
U24574,"['N59156', 'N50060']",['N49685']
U39160,"['N3560', 'N35671', 'N32939', 'N52551', 'N37915', 'N24261', 'N8448']","['N34185', 'N62318', 'N29212', 'N1539']"
U25917,"['N2309', 'N32312', 'N34649', 'N58279', 'N19982', 'N35393', 'N10470', 'N39749', 'N10417', 'N64554', 'N1603', 'N64777', 'N30531', 'N13700', 'N35829', 'N548', 'N17387', 'N55897', 'N45729', 'N9680', 'N20575', 'N787', 'N58264', 'N42435', 'N53531', 'N21815', 'N37599', 'N44796', 'N60607', 'N25814', 'N26262', 'N32643', 'N19630', 'N60559', 'N51692', 'N53100', 'N3727', 'N21771', 'N26026', 'N61313', 'N60364', 'N62006', 'N63842', 'N4633', 'N36557', 'N26627', 'N10347', 'N14644', 'N306', 'N50372', 'N54516', 'N22705', 'N10843', 'N12367', 'N15122', 'N8448', 'N51818', 'N1841', 'N16344', 'N58644', 'N22397', 'N39192', 'N49090']","['N29212', 'N1539', 'N41387']"
U92958,"['N59053', 'N50155', 'N48829', 'N4786']","['N24272', 'N5442', 'N27845', 'N41881']"
U7395,['N14592'],"['N4642', 'N21420', 'N61623']"
U12401,['N20121'],"['N61623', 'N24686', 'N30998', 'N13930', 'N33964', 'N8957', 'N5370', 'N55204', 'N63538', 'N53585']"
U18789,"['N24272', 'N2231', 'N42691', 'N30765']","['N41881', 'N5442', 'N27845', 'N43001']"
U23140,"['N41881', 'N28088']",['N27845']
U71739,"['N29177', 'N24625', 'N35459', 'N44751', 'N41651', 'N548', 'N45954', 'N9680', 'N41298', 'N50155', 'N12900', 'N32939', 'N17480', 'N56447', 'N44251', 'N5661', 'N65204', 'N21771', 'N14102', 'N36557', 'N10347', 'N12680', 'N18676', 'N12367', 'N3908', 'N60530', 'N24092', 'N26179']","['N279', 'N12579', 'N64228', 'N39949', 'N25546', 'N7754', 'N60186', 'N26130', 'N59390', 'N49279', 'N21519', 'N35172', 'N14780', 'N31679', 'N28983', 'N61185', 'N38783']"
U49264,"['N64955', 'N47508', 'N1843', 'N54522', 'N50756', 'N49279', 'N62576', 'N15023', 'N26815']","['N38783', 'N26130', 'N36545', 'N59390', 'N35172', 'N14780', 'N26179', 'N279', 'N61185', 'N12579']"
U14999,"['N13136', 'N15634', 'N56415', 'N26760', 'N21815', 'N37003', 'N51741', 'N54571']","['N62318', 'N54752', 'N27737', 'N36612', 'N48487', 'N33828', 'N41934', 'N50484']"
U78776,"['N871', 'N18094']","['N60992', 'N59673', 'N14592']"
U10534,"['N40508', 'N37033', 'N548', 'N35671', 'N55189', 'N48699', 'N52551', 'N53531', 'N38629', 'N26026', 'N6107', 'N8448', 'N25885', 'N63842', 'N11882', 'N16160', 'N53636']","['N26262', 'N22320', 'N59673', 'N60992', 'N14592']"
U46334,['N16920'],"['N3541', 'N45366', 'N61623', 'N30998', 'N15761', 'N24686', 'N13930', 'N9139', 'N55204', 'N33964', 'N8957', 'N12523', 'N5370', 'N51737', 'N53585', 'N30518', 'N1914']"
U48824,"['N28463', 'N27789', 'N38311', 'N36530', 'N26026', 'N38182', 'N26627']","['N26262', 'N4754', 'N59385', 'N4642', 'N21420', 'N23184']"
U41446,"['N64273', 'N5442', 'N19494', 'N53636']","['N24272', 'N27845', 'N41881']"
U29363,[],[]
U74528,"['N34272', 'N47479', 'N61997']",['N29212']
U35476,"['N52416', 'N60938', 'N17349', 'N41225', 'N49802', 'N56415', 'N35459', 'N8448']","['N26262', 'N41172', 'N59673', 'N14592', 'N59385', 'N21420']"
U55832,"['N45736', 'N40716', 'N52333', 'N15857', 'N35671', 'N61997', 'N37376', 'N37564', 'N60702']",['N55325']
U46395,"['N63063', 'N33170', 'N14647']","['N60992', 'N59673', 'N14592', 'N22320']"
U53969,"['N36151', 'N23903', 'N39113', 'N20638', 'N24346', 'N23614']","['N48705', 'N41172', 'N59673', 'N6066', 'N4754', 'N60992', 'N14592', 'N49194', 'N43386', 'N37793']"
U41328,"['N37748', 'N35671']","['N24111', 'N41020', 'N32182']"
U33940,"['N54936', 'N9554', 'N9824', 'N55189', 'N64800', 'N63019', 'N58232', 'N45447', 'N38118', 'N44402']","['N41387', 'N61760', 'N59673', 'N28324', 'N8657', 'N36545', 'N41889', 'N13689', 'N6903', 'N22320', 'N24686', 'N4754', 'N60992', 'N40451', 'N59385', 'N29536', 'N51187', 'N19300', 'N50107', 'N26262', 'N41172', 'N38483', 'N11087', 'N18947', 'N38311', 'N31748', 'N61623', 'N39949', 'N103', 'N23547', 'N27932', 'N59981', 'N14592', 'N21519', 'N49252', 'N20147']"
